Date,Topic-0,Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20,Topic-21,Topic-22,Topic-23,Topic-24,Topic-25,Topic-26,Topic-27,Topic-28,Topic-29,Topic-30,Topic-31,Topic-32,Topic-33,Topic-34,Topic-35,Topic-36,Topic-37,Topic-38,Topic-39,Topic-40,Topic-41,Topic-42,Topic-43,Topic-44,Topic-45,Topic-46,Topic-47,Topic-48,Topic-49
2015-07-12,0,0.048054119,0.003600401,0.016726064,0,0.024336133,0.017922063,0.018174389,0,0.006159548,0.005564264,0.032681651,0.041021315,0.010313918,0.003446983,0.004597028,0.040783659,0.027055509,0.037693509,0.030514584,0.04111848,0.033991939,0.045548425,0.015003129,0.045603735,0.015224537,0,0.003123673,0.023015191,0.003897072,0.04650028,0.017179836,0.003365129,0.036402713,0.038912354,0.046630755,0.022671769,0.018325346,0.051940757,0,0.029075414,0.00897957,0.02012227,0,0,0,0,0,0,0
2015-07-13,0.036963628,0.009778459,0.0044038,0.042221192,0.015744655,0.0411427,0.034222844,0.031337544,0.025801844,0.002544944,0,0.026047314,0.002797076,0.018785948,0.033732408,0.024221418,0.006237485,0.011337956,0.050543696,0.018981718,0.025013047,0.041053046,0.026307849,0,0.002565965,0.006721808,0.047005445,0.024963151,0.008050731,0.012511591,0.011103078,0.022582883,0.014682017,0.017488074,0.038224735,0.018322414,0.024204236,0.018905059,0.082637229,0.02891623,0.022074895,0.002290704,0.002689706,0,0,0,0,0,0,0
2015-07-14,0,0.004519947,0.020965983,0.025664503,0.015357808,0.050172366,0.02024063,0.018082812,0.018674786,0.036874646,0.035423207,0.014843413,0.03562701,0.029013226,0.002180713,0.015379565,0.043207583,0.003006208,0.005368361,0.002574147,0.006014306,0.00459411,0.014417889,0.02811787,0.034477521,0.02235365,0.00929822,0.012047113,0.008164081,0.005313878,0.010295259,0.016023346,0.008004966,0.002678755,0.010097886,0.044578292,0.07883894,0.053786154,0.053617381,0.009491601,0.030743331,0.004599807,0.070807073,0,0,0,0,0,0,0
2015-07-15,0.048361507,0.007733997,0,0.037254107,0.004437241,0.021054116,0.031225901,0.028545199,0,0.006120657,0,0.034358772,0.009849079,0.015893838,0.025509751,0.008873239,0.019015034,0.01388651,0.118521072,0.02087343,0.015104698,0.013114858,0.012175535,0.029196754,0.00941643,0.031843864,0.017003508,0.007009164,0.036329317,0.026942043,0.053650441,0.022755442,0.016760287,0.017314109,0.015747435,0.006682807,0.032747033,0.009041301,0.048010179,0.008840595,0.010258614,0.007341862,0.041234321,0,0,0,0,0,0,0
2015-07-16,0.00179253,0.008384184,0.008152888,0.028414031,0.026340448,0.006038917,0.090929909,0.019298564,0.040238168,0.009525191,0.009335321,0.015305727,0.028936127,0.006302341,0.029653289,0.004754694,0.024197221,0.052676326,0.038321667,0.021961005,0.014809905,0.001528857,0.02696363,0.035261102,0.009937005,0.012316946,0.012780866,0,0.020124661,0.021399441,0.02957523,0.004577199,0.009036227,0.027698837,0.014946132,0.017734889,0.042191482,0.022949936,0.065005084,0.017062575,0.016388745,0.008721315,0.033161823,0,0,0,0,0,0,0
2015-07-17,0.07699784,0.015343793,0.008043977,0.007585141,0.009825735,0.002404633,0.054844905,0.040051248,0.033828042,0.005037393,0.01466586,0,0,0.015903919,0.007059294,0.014913559,0.036213139,0.04042951,0.010512462,0.005611427,0.026244195,0.021762314,0.006238677,0.051673328,0.021971364,0.013974569,0.026329802,0.07202531,0,0.005765832,0.005565511,0.084227646,0,0,0,0.050964872,0.023473468,0,0.053465699,0.016137953,0.023350849,0,0.029685792,0,0,0,0,0,0,0
2015-07-18,0.015991411,0.009574014,0.024586046,0.045768805,0.005476468,0.023305549,0.021132546,0.030882498,0.046076936,0.038992641,0.031549038,0.013968693,0.023130122,0.017875659,0.051852463,0.02224333,0.035262127,0.009756828,0.033007159,0.022860031,0.065888791,0.035226437,0.009011707,0.018336428,0.011010844,0.004480556,0.009189745,0.02487698,0.007520927,0.014751632,0.01884204,0.031349892,0.029159518,0.028305492,0,0.041672753,0.018425405,0,0.018759506,0,0.004446304,0.008535677,0.008219936,0,0,0,0,0,0,0
2015-07-19,0.008772038,0.03276579,0.007654816,0.037796328,0.033242512,0.050592277,0,0.015441071,0.047665642,0.020613507,0.017515944,0.015792475,0,0.00500265,0.011550992,0.005729658,0.014400925,0.023367377,0.020546314,0.004859023,0.042993304,0.008858023,0.02644635,0.022027318,0.058396728,0.01857952,0.00227915,0.027934684,0.009682898,0.003878696,0.018727199,0.05733266,0.016240183,0.024815044,0.039735771,0.072793224,0.027945565,0,0.014017708,0.001956254,0.00778896,0.020780119,0.044679971,0,0,0,0,0,0,0
2015-07-20,0,0.00993573,0,0.072434812,0.004037163,0.011327628,0.070193822,0.044634601,0.020184864,0.011704546,0.010266299,0.018372439,0.030350144,0.002653231,0.00351844,0,0.05261089,0.015905021,0.00525497,0.023407649,0.04125754,0.01817561,0.012719864,0.036985341,0.01829819,0.033849041,0.005027117,0.017092651,0.00974452,0.001545357,0.051741062,0.027676031,0.007533829,0.0445635,0.034272501,0.036332549,0.012156409,0.007663808,0.031820561,0.020946265,0.009857924,0.026642347,0.029342402,0,0,0,0,0,0,0
2015-07-21,0,0,0.014998272,0.053756114,0.005052277,0.043972179,0,0.088393228,0.004351316,0.013822402,0,0.020548565,0.013758181,0,0,0,0.061231,0.010817577,0.029428762,0.00323774,0.030542995,0.012793386,0.018512976,0.039010121,0.026488215,0,0.048930113,0.012688987,0,0.005320934,0.047920057,0.024607028,0.024690549,0,0.035477079,0.055754477,0.038449302,0.023227729,0.04249488,0.006196414,0.051905993,0.007210038,0.021230827,0,0,0,0,0,0,0
2015-07-22,0,0.006703723,0.008877284,0.049785525,0.028041416,0.041356471,0.031764349,0.027841641,0.037978852,0.012980227,0.028593122,0.003216571,0.029165774,0,0.008099771,0.010395251,0.030226074,0.030785348,0.042549871,0.004054573,0.023622382,0.020998121,0.001528563,0.030502139,0.026520281,0.031084084,0.047210872,0.019040645,0.014138091,0.008656107,0,0.033607561,0.024855491,0.038517354,0.025575476,0.074407731,0,0,0.045071024,0.020474216,0.012594074,0,0.004253961,0,0,0,0,0,0,0
2015-07-23,0.035568232,0.023283703,0.009616775,0.015114412,0.013165164,0.019171343,0.086825778,0.021056139,0.014708227,0,0.017468709,0.013015243,0,0.004676203,0.011918743,0.017708072,0.065583745,0,0.042155396,0.002743825,0.032364255,0.01139696,0.015014199,0.004026548,0.024340519,0,0.028449238,0.018163866,0.007537278,0.03487989,0,0.072547201,0.022104774,0.001849041,0.037269097,0.038693837,0.00970382,0.009249227,0.06872712,0.02183627,0.014308841,0.020898188,0.022263151,0,0,0,0,0,0,0
2015-07-24,0.031060215,0.011628629,0,0.08293217,0,0.017123656,0.041817406,0.017835132,0.006615526,0.005859262,0.023116263,0.046330259,0.007801976,0.004323738,0.007360756,0.007036395,0.011702999,0.026743664,0.058760546,0.003991263,0.01404719,0,0.035620936,0.04073467,0.03105183,0,0.054440477,0.016130822,0.031405762,0.00969063,0,0.032479502,0.005471587,0.005583894,0.051205679,0,0.062813522,0.015553277,0.040251281,0.00378089,0.01184425,0.005310103,0.056109343,0,0,0,0,0,0,0
2015-07-25,0.004072252,0,0,0.099571116,0,0.005229512,0.074750147,0.029724191,0.003792306,0,0.012483913,0.003635074,0,0.010824312,0.006367976,0.01004525,0.013870944,0.006287595,0.060150103,0.040305783,0.03905879,0.027500281,0.039351183,0.053661436,0.008553706,0.02278529,0.02280221,0,0.008180877,0.008496133,0.048283248,0.031778546,0.037787254,0.024032632,0.020870533,0.025486785,0.034369421,0,0,0.01482561,0.011359518,0,0.073009012,0,0,0,0,0,0,0
2015-07-26,0.016979861,0.018927268,0.022262754,0.066618835,0,0.007108546,0.040999383,0.064729443,0.052227471,0,0.005872679,0.010822249,0,0.003797734,0.051287818,0.004066255,0.025551235,0.010040661,0.016062131,0.002631683,0.026529796,0.014955746,0.023229878,0.030722949,0.056386225,0.024995271,0.003826753,0.010135091,0,0.011621203,0.013121518,0.056219609,0.003687516,0.006893066,0.008996224,0.055239959,0.009292932,0.004228754,0.088480938,0,0.026346799,0,0.04642574,0,0,0,0,0,0,0
2015-07-27,0.003047401,0.004938677,0.038860169,0.07462597,0.009867486,0.020246175,0.023693479,0.0148083,0.015993123,0.018535129,0.04631231,0.052377175,0.026112141,0,0.034061769,0.03250131,0.016359418,0.019552506,0.002461306,0,0.050486255,0.034633225,0.011952435,0.028253095,0.024199299,0.002886501,0.013117205,0.028846357,0.025432061,0.020858589,0.007858784,0.010360476,0.018042755,0.01963079,0.019281226,0.038227101,0.028364886,0,0.042347956,0.003228123,0.018765171,0.014460845,0.026159299,0,0,0,0,0,0,0
2015-07-28,0.006900809,0.020937587,0.009060381,0.072703691,0.008835103,0.029569418,0.028599278,0.029449293,0.049154641,0.007177437,0.015551947,0.018144453,0.033006615,0.004897705,0.004016629,0.008217866,0.021054706,0.023659118,0.00725786,0.010482093,0.021664688,0.016551536,0.030361774,0.003845855,0.027379764,0.009387509,0.012298702,0.02981195,0.061253593,0.031707361,0.00178681,0.023447938,0.017238448,0.010771179,0.017133823,0.024348937,0.02476253,0.015086751,0.049513433,0.011369875,0.03627889,0.003132603,0.049281979,0,0,0,0,0,0,0
2015-07-29,0.026311338,0.035112851,0.011433812,0.083182309,0,0.036779241,0.03061486,0.009680342,0.027615219,0.018088111,0.001720808,0.011796364,0.019342406,0.010994559,0.024135427,0.0095717,0.038921194,0.026549143,0.007055713,0.003623348,0.006113037,0.011420807,0.010352932,0.026175845,0.020657491,0.027595078,0.062700066,0.020104409,0.024362826,0.016837341,0.037177702,0.038769783,0.015569793,0.023608113,0.009045789,0.014341044,0.026679957,0.029730318,0.054077751,0.008043076,0.019275423,0,0.002799086,0,0,0,0,0,0,0
